index,BCODE,Basin_Name,start_date,end_date,time_duration,basin_count,over_one_thousand,file_name,finished
208,ORAN,Orange,04/22/2018,04/28/2018,,,,,
209,ORAN,Orange,04/29/2018,05/05/2018,,,,,
210,ORAN,Orange,05/06/2018,05/12/2018,,,,,
211,ORAN,Orange,05/13/2018,05/19/2018,,,,,
212,ORAN,Orange,05/20/2018,05/26/2018,,,,,
213,ORAN,Orange,05/27/2018,06/02/2018,,,,,
214,ORAN,Orange,06/03/2018,06/09/2018,,,,,
215,ORAN,Orange,06/10/2018,06/16/2018,,,,,
216,ORAN,Orange,06/17/2018,06/23/2018,,,,,
217,ORAN,Orange,06/24/2018,06/30/2018,,,,,
218,ORAN,Orange,07/01/2018,07/07/2018,,,,,
219,ORAN,Orange,07/08/2018,07/14/2018,,,,,
220,ORAN,Orange,07/15/2018,07/21/2018,,,,,
221,ORAN,Orange,07/22/2018,07/28/2018,,,,,
222,ORAN,Orange,07/29/2018,08/04/2018,,,,,
223,ORAN,Orange,08/05/2018,08/11/2018,,,,,
224,ORAN,Orange,08/12/2018,08/18/2018,,,,,
225,ORAN,Orange,08/19/2018,08/25/2018,,,,,
226,ORAN,Orange,08/26/2018,09/01/2018,,,,,
227,ORAN,Orange,09/02/2018,09/08/2018,,,,,
228,ORAN,Orange,09/09/2018,09/15/2018,,,,,
229,ORAN,Orange,09/16/2018,09/22/2018,,,,,
230,ORAN,Orange,09/23/2018,09/29/2018,,,,,
231,ORAN,Orange,09/30/2018,10/06/2018,,,,,
232,ORAN,Orange,10/07/2018,10/13/2018,,,,,
233,ORAN,Orange,10/14/2018,10/20/2018,,,,,
234,ORAN,Orange,10/21/2018,10/27/2018,,,,,
235,ORAN,Orange,10/28/2018,11/03/2018,,,,,
236,ORAN,Orange,11/04/2018,11/10/2018,,,,,
237,ORAN,Orange,11/11/2018,11/17/2018,,,,,
238,ORAN,Orange,11/18/2018,11/24/2018,,,,,
239,ORAN,Orange,11/25/2018,12/01/2018,,,,,
240,ORAN,Orange,12/02/2018,12/08/2018,,,,,
241,ORAN,Orange,12/09/2018,12/15/2018,,,,,
242,ORAN,Orange,12/16/2018,12/22/2018,,,,,
243,ORAN,Orange,12/23/2018,12/29/2018,,,,,
244,ORAN,Orange,12/30/2018,01/05/2019,,,,,
245,ORAN,Orange,01/06/2019,01/12/2019,,,,,
246,ORAN,Orange,01/13/2019,01/19/2019,,,,,
247,ORAN,Orange,01/20/2019,01/26/2019,,,,,
248,ORAN,Orange,01/27/2019,02/02/2019,,,,,
249,ORAN,Orange,02/03/2019,02/09/2019,,,,,
250,ORAN,Orange,02/10/2019,02/16/2019,,,,,
251,ORAN,Orange,02/17/2019,02/23/2019,,,,,
252,ORAN,Orange,02/24/2019,03/02/2019,,,,,
253,ORAN,Orange,03/03/2019,03/09/2019,,,,,
254,ORAN,Orange,03/10/2019,03/16/2019,,,,,
255,ORAN,Orange,03/17/2019,03/23/2019,,,,,
256,ORAN,Orange,03/24/2019,03/30/2019,,,,,
257,ORAN,Orange,03/31/2019,04/06/2019,,,,,
258,ORAN,Orange,04/07/2019,04/13/2019,,,,,
259,ORAN,Orange,04/14/2019,04/20/2019,,,,,
260,ORAN,Orange,04/21/2019,04/27/2019,,,,,
261,ORAN,Orange,04/28/2019,05/04/2019,,,,,
262,ORAN,Orange,05/05/2019,05/11/2019,,,,,
263,ORAN,Orange,05/12/2019,05/18/2019,,,,,
264,ORAN,Orange,05/19/2019,05/25/2019,,,,,
265,ORAN,Orange,05/26/2019,06/01/2019,,,,,
266,ORAN,Orange,06/02/2019,06/08/2019,,,,,
267,ORAN,Orange,06/09/2019,06/15/2019,,,,,
268,ORAN,Orange,06/16/2019,06/22/2019,,,,,
269,ORAN,Orange,06/23/2019,06/29/2019,,,,,
270,ORAN,Orange,06/30/2019,07/06/2019,,,,,
271,ORAN,Orange,07/07/2019,07/13/2019,,,,,
272,ORAN,Orange,07/14/2019,07/20/2019,,,,,
273,ORAN,Orange,07/21/2019,07/27/2019,,,,,
274,ORAN,Orange,07/28/2019,08/03/2019,,,,,
275,ORAN,Orange,08/04/2019,08/10/2019,,,,,
276,ORAN,Orange,08/11/2019,08/17/2019,,,,,
277,ORAN,Orange,08/18/2019,08/24/2019,,,,,
278,ORAN,Orange,08/25/2019,08/31/2019,,,,,
279,ORAN,Orange,09/01/2019,09/07/2019,,,,,
280,ORAN,Orange,09/08/2019,09/14/2019,,,,,
281,ORAN,Orange,09/15/2019,09/21/2019,,,,,
282,ORAN,Orange,09/22/2019,09/28/2019,,,,,
283,ORAN,Orange,09/29/2019,10/05/2019,,,,,
284,ORAN,Orange,10/06/2019,10/12/2019,,,,,
285,ORAN,Orange,10/13/2019,10/19/2019,,,,,
286,ORAN,Orange,10/20/2019,10/26/2019,,,,,
287,ORAN,Orange,10/27/2019,11/02/2019,,,,,
288,ORAN,Orange,11/03/2019,11/09/2019,,,,,
289,ORAN,Orange,11/10/2019,11/16/2019,,,,,
290,ORAN,Orange,11/17/2019,11/23/2019,,,,,
291,ORAN,Orange,11/24/2019,11/30/2019,,,,,
292,ORAN,Orange,12/01/2019,12/07/2019,,,,,
293,ORAN,Orange,12/08/2019,12/14/2019,,,,,
294,ORAN,Orange,12/15/2019,12/21/2019,,,,,
295,ORAN,Orange,12/22/2019,12/28/2019,,,,,
296,ORAN,Orange,12/29/2019,01/04/2020,,,,,
297,ORAN,Orange,01/05/2020,01/11/2020,,,,,
298,ORAN,Orange,01/12/2020,01/18/2020,,,,,
299,ORAN,Orange,01/19/2020,01/25/2020,,,,,
300,ORAN,Orange,01/26/2020,02/01/2020,,,,,
301,ORAN,Orange,02/02/2020,02/08/2020,,,,,
302,ORAN,Orange,02/09/2020,02/15/2020,,,,,
303,ORAN,Orange,02/16/2020,02/22/2020,,,,,
304,ORAN,Orange,02/23/2020,02/29/2020,,,,,
305,ORAN,Orange,03/01/2020,03/07/2020,,,,,
306,ORAN,Orange,03/08/2020,03/14/2020,,,,,
307,ORAN,Orange,03/15/2020,03/21/2020,,,,,
308,ORAN,Orange,03/22/2020,03/28/2020,,,,,
309,ORAN,Orange,03/29/2020,04/04/2020,,,,,
310,ORAN,Orange,04/05/2020,04/11/2020,,,,,
311,ORAN,Orange,04/12/2020,04/18/2020,,,,,
312,ORAN,Orange,04/19/2020,04/25/2020,,,,,
313,ORAN,Orange,04/26/2020,05/02/2020,,,,,
314,ORAN,Orange,05/03/2020,05/09/2020,,,,,
315,ORAN,Orange,05/10/2020,05/16/2020,,,,,
316,ORAN,Orange,05/17/2020,05/23/2020,,,,,
317,ORAN,Orange,05/24/2020,05/30/2020,,,,,
318,ORAN,Orange,05/31/2020,06/06/2020,,,,,
319,ORAN,Orange,06/07/2020,06/13/2020,,,,,
320,ORAN,Orange,06/14/2020,06/20/2020,,,,,
321,ORAN,Orange,06/21/2020,06/27/2020,,,,,
322,ORAN,Orange,06/28/2020,07/04/2020,,,,,
323,ORAN,Orange,07/05/2020,07/11/2020,,,,,
324,ORAN,Orange,07/12/2020,07/18/2020,,,,,
325,ORAN,Orange,07/19/2020,07/25/2020,,,,,
326,ORAN,Orange,07/26/2020,08/01/2020,,,,,
327,ORAN,Orange,08/02/2020,08/08/2020,,,,,
328,ORAN,Orange,08/09/2020,08/15/2020,,,,,
329,ORAN,Orange,08/16/2020,08/22/2020,,,,,
330,ORAN,Orange,08/23/2020,08/29/2020,,,,,
331,ORAN,Orange,08/30/2020,09/05/2020,,,,,
332,ORAN,Orange,09/06/2020,09/12/2020,,,,,
333,ORAN,Orange,09/13/2020,09/19/2020,,,,,
334,ORAN,Orange,09/20/2020,09/26/2020,,,,,
335,ORAN,Orange,09/27/2020,10/03/2020,,,,,
336,ORAN,Orange,10/04/2020,10/10/2020,,,,,
337,ORAN,Orange,10/11/2020,10/17/2020,,,,,
338,ORAN,Orange,10/18/2020,10/24/2020,,,,,
339,ORAN,Orange,10/25/2020,10/31/2020,,,,,
340,ORAN,Orange,11/01/2020,11/07/2020,,,,,
341,ORAN,Orange,11/08/2020,11/14/2020,,,,,
342,ORAN,Orange,11/15/2020,11/21/2020,,,,,
343,ORAN,Orange,11/22/2020,11/28/2020,,,,,
344,ORAN,Orange,11/29/2020,12/05/2020,,,,,
345,ORAN,Orange,12/06/2020,12/12/2020,,,,,
346,ORAN,Orange,12/13/2020,12/19/2020,,,,,
347,ORAN,Orange,12/20/2020,12/31/2020,,,,,
348,ORAN,Orange,01/01/2021,01/31/2021,,,,,
349,ORAN,Orange,02/01/2021,02/28/2021,,,,,
350,ORAN,Orange,03/01/2021,03/31/2021,,,,,
351,ORAN,Orange,04/01/2021,04/30/2021,,,,,
352,ORAN,Orange,05/01/2021,05/31/2021,,,,,
353,ORAN,Orange,06/01/2021,06/30/2021,,,,,
354,ORAN,Orange,07/01/2021,07/31/2021,,,,,
355,ORAN,Orange,08/01/2021,08/31/2021,,,,,
356,ORAN,Orange,09/01/2021,09/30/2021,,,,,
357,ORAN,Orange,10/01/2021,10/31/2021,,,,,
358,ORAN,Orange,11/01/2021,11/30/2021,,,,,
359,ORAN,Orange,12/01/2021,12/31/2021,,,,,
360,ORAN,Orange,01/01/2022,01/31/2022,,,,,
361,ORAN,Orange,02/01/2022,02/28/2022,,,,,
362,ORAN,Orange,03/01/2022,03/31/2022,,,,,
363,ORAN,Orange,04/01/2022,04/30/2022,,,,,
364,ORAN,Orange,05/01/2022,05/31/2022,,,,,
365,ORAN,Orange,06/01/2022,06/30/2022,,,,,
366,ORAN,Orange,07/01/2022,07/31/2022,,,,,
367,ORAN,Orange,08/01/2022,08/31/2022,,,,,
368,ORAN,Orange,09/01/2022,09/30/2022,,,,,
369,ORAN,Orange,10/01/2022,10/31/2022,,,,,
370,ORAN,Orange,11/01/2022,11/30/2022,,,,,
371,ORAN,Orange,12/01/2022,12/31/2022,,,,,
372,ORAN,Orange,01/01/2023,01/31/2023,,,,,
373,ORAN,Orange,02/01/2023,02/28/2023,,,,,
374,ORAN,Orange,03/01/2023,03/31/2023,,,,,
375,ORAN,Orange,04/01/2023,04/30/2023,,,,,
376,ORAN,Orange,05/01/2023,05/31/2023,,,,,
377,ORAN,Orange,06/01/2023,06/30/2023,,,,,
378,ORAN,Orange,07/01/2023,07/31/2023,,,,,
379,ORAN,Orange,08/01/2023,08/31/2023,,,,,
380,ORAN,Orange,09/01/2023,09/30/2023,,,,,
381,ORAN,Orange,10/01/2023,10/31/2023,,,,,
382,ORAN,Orange,11/01/2023,11/30/2023,,,,,
383,ORAN,Orange,12/01/2023,12/31/2023,,,,,
384,ORAN,Orange,01/01/2024,01/31/2024,,,,,
385,ORAN,Orange,02/01/2024,02/29/2024,,,,,
386,ORAN,Orange,03/01/2024,03/15/2024,,,,,
